headline_id,ticker,title,human_label_1 (positive/negative/neutral),human_label_2
a092eb51429e7985,KO,When Stock Markets Become a Single Bet,,
06735344fd32ded4,AMD,Broadcom Stock And The Ninety-Billion-Dollar Roadmap,,
1aee0414be212446,TSLA,"S&P 500, Nasdaq, Dow Futures Extend Slide As US-Iran Hormuz Tensions Flare Again, Inflation Data Stings: ORCL, DJT, SMCI, TSLA In Focus",,
b39ac31a9e86bbc1,WMT,Is Walmart a Millionaire-Maker Stock?,,
e5879eb1018961bb,TSLA,TSLA Stock Hits 1-Month Low Amid SpaceX Merger Jitters — But Analyst Sees Tesla Holders Getting 66% Of Deal Within A Year,,
b6bdcce244ab5bc2,TSLA,The Capex Signal That Will Make or Break IGPT in the Next 12 Months,,
f17068a264e37c56,PLTR,"McCarthy, Palantir partner on AI",,
06d897888834e6a2,AAPL,Forget the AI Headlines: Apple's First Foldable iPhone Could Be the Stock's Biggest Catalyst in Years,,
e5793f95e0ee1784,NVDA,Is MaxLinear the Next AI Stock to 10X?,,
da15941aee235744,JPM,Trump Credits Stealth Operations for Holding Oil Prices Down,,
8553ea52ad05e40b,TSLA,GM Follows Tesla’s Playbook — Expands Into Energy Storage With Peak Partnership,,
99c3c2de8d8a3a8c,PLTR,How Fake News Became the Most Dangerous Force in Energy Markets,,
7f755a2f1ad36431,META,"AppLovin Touts AXON-Led Growth, Consumer Ad Expansion and Buybacks",,
ee69389a53bba7b4,NVDA,"SpaceX Wants to Make Human Civilization ""Multiplanetary."" Here's What That Means for Its Upcoming IPO.",,
572aa9c32ae539a8,AAPL,Why Apple's WWDC and Siri AI hype left investors sad,,
340cfd925e9962e2,AAPL,Morgan Stanley revamps Apple stock target after key event,,
4b0d23d390c3a62d,TSLA,The Model 3 Era at Rivian Begins. Its Lower-Price EV Is Here.,,
02db3dbf232f7574,TSLA,Fluence Scores Independent Validation of Industry-Leading Battery Storage Reliability,,
f92de7d35289fa11,JPM,"JPMorgan Turns More Constructive on Travelers Companies (TRV), Citing Lower Reserve Risk",,
10e460eb340c0731,AAPL,Apple-Nvidia Friends Again? Nvidia Says Its Chips In Google Cloud Are Powering Apple Intelligence,,
6dcf357c7206082a,META,Broadcom Stock And The Two Customers In The Shadows,,
d16d73b3a4baf98a,TSLA,TSLA Stock Watches SpaceX IPO While Cheapest Cybertruck Hits Driveways After Long Wait,,
1f75e46eeb3fc884,TSLA,Tesla's China Sales Just Snapped a 2-Month Slump With a 22% Jump. Is the Turnaround Real?,,
144421b4cf24f428,META,Amazon Is the Latest AI Giant to Sign a Blockbuster Deal With This Under-the-Radar Semiconductor Company (Behind Nvidia and Meta),,
41a9600ff385ebad,AMD,Worried About Which AI Stock to Buy? This Low-Cost ETF Lets You Own the Whole Trade.,,
c00297279c775b40,META,AI Stocks Lead Tech Sector Slide. 'Summer Swoon Has Arrived.',,
4257fad865054a84,KO,Celsius Holdings' Portfolio Reaches 20.9% Share: More Gains Ahead?,,
1a36e2b5e427cebf,JPM,Amazon Takes On $17.5B In Fresh Debt To Supercharge AI Expansion,,
ba211f8eb7c533f4,META,"AI Infrastructure Short-Circuits But Now Sparks Not One, But Two Buy Points",,
c4003bba36ff00e8,JPM,Tesla Stock Surges Into Bull Case as JPMorgan Lifts Target 227%,,
898c3b90f337667f,XOM,ExxonMobil and Chevron Reported a Combined $7.6 Billion Profit in Guyana Last Year. What Energy Investors Need to Know.,,
58aa8197ffb6f344,XOM,Former Exxon CEO Lee Raymond Dies at 87,,
04096d388076658c,META,Louis Navellier says avoid IPO FOMO with five hidden AI plays,,
0e090e6993d6a5ca,TSLA,Wall Street sees AI trade bearing fruit with MANGOS ahead of IPOs,,
0aaae0c5b6ec8987,META,2 Bargain Artificial Intelligence (AI) Stocks to Buy Now Down Around 25% From Their All-Time Highs,,
8121a3953d55af69,AMD,What Could Go Wrong For Broadcom Stock?,,
456ed98287716e40,WMT,Which Robotics Stock Most Likely Gets Acquired? 3 Targets Wall Street Is Watching,,
ada4d9371926fdc5,WMT,Is Amazon's $225 Billion AI Chip Bet Too Big To Fail?,,
c00297279c775b40,AMD,AI Stocks Lead Tech Sector Slide. 'Summer Swoon Has Arrived.',,
6614b35adfdb61d8,META,Jeremy Strong becomes Mark Zuckerberg in 'Social Network' sequel,,
2e36377608091c8d,AMD,SMH ETF Investors: Watch Hyperscaler Capex Guidance at July Earnings Calls,,
3e4981517a189f6c,KO,Coca-Cola revives a classic Sprite favorite at one chain,,
d670b75731ff0885,PLTR,Palantir vs. Apple: Which Stock Offers More Upside in 2026?,,
cf6c217e5590ba96,AAPL,Why Apple (AAPL) Shares Are Sliding Today,,
023dac76275eb45e,PLTR,Palantir flashes a warning signal Wall Street can’t ignore,,
8c279d46bcd17bf3,NVDA,3 Beaten-Down AI Chip Stocks Worth a Closer Look After the Sell-Off,,
b251075d72306cbe,KO,The Dividend Growth Path That Hauls in a Bigger Paycheck Than Your HR Rep,,
b2aad7ee89964dec,TSLA,Rob Arnott: Will SpaceX Create The Biggest Bubble Ever?,,
acf9da4dd003d5d1,JPM,Sector Update: Financial Stocks Softer Late Afternoon,,
2e36377608091c8d,META,SMH ETF Investors: Watch Hyperscaler Capex Guidance at July Earnings Calls,,
eded86639637e124,AMD,"US Equity Indexes Slide as Semiconductors Lead Technology Lower, Trump Warns of Iran Attack",,
363fbf167a45da14,AAPL,"Jim Cramer Describes Bitcoin, Gold As 'Bad Money' Getting Dumped For SpaceX — But 'Good Money' Apple And Nvidia Not Spared Either",,
d83d78097053d5c8,KO,Tims China picks Kwok Wah Cheung as new CEO,,
760a3188055ce71d,JPM,"US consumers are still spending, but JPMorgan says the cushion against higher prices is thinning",,
f5cb10e935af0930,META,Canada Proposes Social-Media Ban for Children Under 16,,
8c279d46bcd17bf3,AMD,3 Beaten-Down AI Chip Stocks Worth a Closer Look After the Sell-Off,,
ccdcdae08ff4c143,META,EU Orders Meta to Open WhatsApp to Rival AI Chatbots—Meta Calls It 'Regulatory Overreach',,
529714ce07df1c59,KO,I Asked ChatGPT How Retirees Can Generate $2K Monthly in Passive Income in 2026: Here’s What It Recommended,,
02ac1dfd4ceee4ae,XOM,Stocks Resume Decline as Chipmakers and AI Companies Fall,,
30fd954dc6ec9171,JPM,Amazon Taps $17.5 Billion Loan as AI Spending Race Intensifies,,
a6fdead9531f75b6,JPM,JPMorgan Chase & Co. (JPM) Stock Moves -1.12%: What You Should Know,,
1e12206c42aade3a,WMT,"Stock Market Today, June 10: Super Micro Computer, Nvidia, Micron Fall as Risk-Off Mood Intensifies",,
02f115cc9d7371ff,NVDA,"AI stocks: MANGOS ascends, replacing FAANG position",,
6df642d59d6f7784,TSLA,General Motors follows Ford's lead into the battery business,,
4a4869cc190f6356,AMD,The Software Engine The Broadcom Stock Bears Overlook,,
d39e79d1f91dc345,TSLA,Why Elon Musk's track record of unfilled promises matters for investors,,
36edcc833e34fc30,WMT,"A 26,000-Pound Truck Full of Doritos Is Heading to Walmart. Nobody Is Behind the Wheel.",,
116b076e759e4188,AMD,Why AMD (AMD) Shares Are Sliding Today,,
f714cbc9d7495a09,JPM,"JPMorgan keeping a watchful eye on consumer health, executive says",,
421dae3c5711ee4c,JPM,JPMorgan resets Broadcom stock price target,,
38fd908f7ebef22a,PLTR,Palantir Co-Founder Issues Stark Warning on AI Layoff Claims,,
720a4fa4e5953df1,KO,Jamie Laing thinks tomorrow’s Fortune 500 will be built by creators. He might be right,,
59cfdf575f4c4b60,JPM,"DoJ subpoenas major banks over account closures, WSJ reports",,
a43fcd4afd2f0ce5,WMT,Stitch Fix Q3 Earnings Call Highlights,,
a36df6ba1c035009,KO,Coca-Cola (KO) Rises As Market Takes a Dip: Key Facts,,
41b73b569644c1b8,XOM,Stocks Settle Sharply Lower on Escalating Middle East Tensions,,
56fb2d096ea525fc,PLTR,Palantir Stock Has Fallen More Than 35% From Its High. Is This the Pullback Long-Term AI Investors Have Been Waiting For?,,
9639567f39682f1e,JPM,Sector Update: Financial Stocks Advance Late Afternoon,,
1b8c023bde45c595,META,Best Buy bets big on controversial partner,,
4ffab27f59cf794c,AAPL,Apple is bringing a more 'mainstream' AI to its customers: Analyst,,
7a25880e7fc462f8,NVDA,Is It Really Safe to Invest in the S&P 500 at Record Highs? History Offers a Clear Answer.,,
1ee2eecdfeda931e,PLTR,UK NHS Review Tests Palantir’s Role In Sensitive Health Data Contracts,,
99984a04eb9a14c6,TSLA,"Stock Market Today, June 9: Aurora Innovation Falls After Uber Block Sale Weighs on Autonomous Trucking Stocks",,
f604001b2ff4103a,JPM,"Wells Fargo, JPMorgan, and Other Big Banks Face Pressure to Address AI Risks",,
6dcf357c7206082a,AMD,Broadcom Stock And The Two Customers In The Shadows,,
4dcbe2cf69d40d8c,NVDA,Nebius And NVIDIA Lab Links AI Cloud Growth To Robotics Demand,,
d08ea5fc786d015e,XOM,Exxon Mobil Coral Norte LNG Win And What It Means For Valuation,,
2b1dd7347c804963,TSLA,"S&P 500, Nasdaq, Dow Drop As US-Iran War Jitters, Inflation Risk Spur Tech Selloffs  — SMCI, AMZN, OPEN, SEGG, TSLA In Focus",,
46d507e1f6a95654,WMT,Walmart Media Expansion And Delivery Push Raise Questions For WMT Valuation,,
06cb5aa454e80260,AAPL,Apple Got It Right This Time,,
4eb2ad9cdb1bdb36,PLTR,Palantir (PLTR) and Kirkland & Ellis Launch AI-Powered Platform to Streamline Private Equity Fundraising,,
08e22fe2a5d224c2,NVDA,"Dow Jones Futures Rise, Oil Pops, Oracle Dives; SpaceX IPO On Launch Pad",,
b8cfaf3c436e55da,PLTR,Why Palantir Stock Is Plunging Today,,
38e3c019eb7202e0,KO,J.M. Smucker looks to volume for growth as pricing power dips,,
144421b4cf24f428,AAPL,Amazon Is the Latest AI Giant to Sign a Blockbuster Deal With This Under-the-Radar Semiconductor Company (Behind Nvidia and Meta),,
5b0e26000da8129b,AMD,The Spill: Is Broadcom (AVGO) the Other AI Trade?,,
89f23e6f93890a4a,AMD,AMD Stock And The Five-Billion Dollar Whisper,,
1597e20c4c673497,NVDA,Why J.M. Smucker Stock Jumped Today,,
41b73b569644c1b8,META,Stocks Settle Sharply Lower on Escalating Middle East Tensions,,
44ea8fce5e2dd500,JPM,Jeanine Pirro’s Prosecutors Probe Big Banks for Alleged ‘Debanking’,,
9259cd7ad260e15d,JPM,Investors should 'go long and do nothing': Market strategist,,
228b8af424530fdf,XOM,Likely Sector ETF & Stock Winners From May Jobs Report,,
2e36377608091c8d,NVDA,SMH ETF Investors: Watch Hyperscaler Capex Guidance at July Earnings Calls,,
48f4e47716fd53cb,PLTR,"Workday, Oracle, and Palantir Technologies Shares Plummet, What You Need To Know",,
b7b644215b23e15f,NVDA,"Stock futures slide, volatility spikes in response to May CPI",,
5c6b4ae00cd23c3c,META,Meta launches program to train workers for data center jobs,,
25e9482a5bc31fe1,TSLA,Here's Why Tesla (TSLA) Fell More Than Broader Market,,
f9254959198986f0,META,Psyched about the SpaceX IPO? Don't forget the brutal lesson from Facebook's IPO.,,
15e29d1f48f716d9,XOM,Investors Heavily Search Exxon Mobil Corporation (XOM): Here is What You Need to Know,,
10e460eb340c0731,NVDA,Apple-Nvidia Friends Again? Nvidia Says Its Chips In Google Cloud Are Powering Apple Intelligence,,
eb97de98bff6fded,AMD,AMD TensorWave Bet Ties AI Cloud Growth To Rich Valuation,,
211a6a9c3068e9a2,PLTR,Can PLTR Stock Live Up To Its Multiple?,,
561b4f082a27e8d2,TSLA,TSLA Stock Sinks As SpaceX IPO Nears — Analyst Says Investors Are Selling Tesla To Catch A Day-1 Pop In Next Musk Trade,,
5600bd82c70612c2,KO,The Portfolio That Gets You a Waterfront Condo in Miami Beach,,
93d257ec0aab217d,WMT,Walmart scores exclusive Coca-Cola World Cup soccer ball bottle,,
cd3c343f04f3b86e,TSLA,SpaceX: Why This $1.6 Trillion Opportunity Is Critical for the Upcoming IPO,,
484b80630854691a,AAPL,"Apple Will Run Advanced AI Model on Nvidia GPUs via Google Cloud, Ditching Private Infrastructure",,
4833edb4b00a6a8d,WMT,PepsiCo and Gatik launch commercial driverless trucking deployment,,
e2b7088bb7f0b888,XOM,Wall Street CIO: The AI Trade is “Technically Unsustainable.” Buy These Two Industries Instead.,,
963647c5ee4a5fe0,META,Oracle shares plunge as soaring AI spending rattles investors,,
b99c9385a757a4c5,PLTR,"Palantir (PLTR) and McCarthy Building Companies Announce Multi-Year, Multi-Million Dollar Strategic AI Partnership",,
8f9b1f4953f50e87,TSLA,Why SpaceX (SPCX) Could Trade Like Tesla On Steroids,,
8267b1bfdb4289d8,AAPL,Bank of America sends clear message on Apple stock after key event,,
122c2aee2930b430,XOM,Broader Market Settles Lower as Chip Stocks Sink,,
b6bdcce244ab5bc2,META,The Capex Signal That Will Make or Break IGPT in the Next 12 Months,,
cc7916f2260a91a5,AAPL,"Apple Spent Billions Chasing A Self-Driving Car, Then Walked Away—Waymo Now Bought The Test Site For $220 Million",,
61cf56b9f25981ea,NVDA,"The SpaceX IPO Is Days Away: Could the Stock Join the S&P 500, and How Soon?",,
41b73b569644c1b8,AAPL,Stocks Settle Sharply Lower on Escalating Middle East Tensions,,
76d472b185b3c3df,AAPL,"Apple Just Joined the AI Revolution. Investors Could Be in for a Windfall, According to Several Wall Street Analysts.",,
449439d3b1b3c1e8,JPM,Illumina upgraded to overweight at JPMorgan on clinical demand outlook,,
117f78a15febb16a,AMD,"Stock Market Today, June 9: Risk-Off Sentiment Pressures Nasdaq",,
ea715b28049bc919,WMT,Musab Balbale Departs CVS Health; Zach Dennett Named Interim Merchandising Leader,,
0b43e100adac679b,KO,"All 30 Dow Jones Stocks Ranked: Buy, Sell or Hold?",,
4472b76e1759d911,TSLA,Cathie Wood Asks Elon Musk How Tesla Handles 'Parking And Traffic Violations' After The Robotaxi She Rode Gets $75 Ticket,,
6540072fb6b15c2f,AAPL,Apple Just Introduced Next-Generation Siri AI at WWDC. Why That Might Not Be Enough to Give AAPL Stock a Boost.,,
4cbcfe9e51c409e6,PLTR,"Alex Karp Touts Palantir's Maven System Citing American Successes In Iran War, Venezuela — 'It Was Not Possible To Do These Things…’",,
6e81f8dc2860765f,PLTR,"Wedbush Gives a Thumbs Up to Palantir’s AIPCon, But I Think AIPCon 2026 Was a Dud for PLTR Stock",,
2918a2ed8b7b8d46,WMT,"Targeting Amazon Prime Day, Walmart Deals event moves to June",,
d273ad13b73ff4b4,PLTR,Rosenblatt Remains a Buy On Palantir Technologies (PLTR),,
bcd7fe87f8ddf853,JPM,Oil Falls in Choppy Trading After Trump Vows Response to Attack,,
32c426bd0c11eb1c,NVDA,IREN’s 5.8 GW Buildout And Nvidia Deal Reframe AI Growth Story,,
cf1f28d26a4133c9,PLTR,Strength in Defense & Propulsion Unit Drives GE: Will the Momentum Last?,,
42d723983d39bfab,KO,Why a Passive Income Portfolio With 5 of Warren Buffett’s Highest Yielding Stocks Is Genius,,
13066f9864ab7e5b,XOM,Stocks Climb on an AI-Led Rebound,,
ba211f8eb7c533f4,AAPL,"AI Infrastructure Short-Circuits But Now Sparks Not One, But Two Buy Points",,
c24066e6bf4a846e,WMT,Avery Dennison (AVY) Draws Lower Target from Argus amid Tariff Concerns,,
6961be96571948f2,NVDA,There's more 'adoption of options' among retail traders: Schwab,,
dad405b3b2fac486,KO,KO Stock Extends Rally: Coca-Cola Is Morgan Stanley’s Top Beverage Bet Ahead Of FIFA World Cup,,
a59501c074647b7f,AMD,Nvidia Finally Lands Apple as an AI Customer. Why the Stock Is Dropping.,,
d07dc96ec1428c5f,WMT,Dave Ramsey: The Importance of Recognizing a Problem,,
